Number_of_announcements,Number_of_announced_NLRI_prefixes,Maximum_AS_path_length,Average_edit_distance,Maximum_edit_distance,Number_of_Interior_Gateway_Protocol_IGP_packets,Number_of_incomplete_packets,Labels
79,224,13,13,1.4,72,7,Normal
79,283,12,12,1.4,70,9,Normal
103,295,12,12,1.8,96,7,Normal
73,134,11,11,1.3,61,12,Normal
45,75,10,10,0.8,43,2,Normal
117,224,10,10,2,108,9,Normal
111,257,11,11,1.9,101,10,Normal
76,208,12,12,1.3,68,8,Normal
93,224,12,12,1.6,80,13,Normal
80,196,12,12,1.4,77,3,Normal
51,106,18,18,0.9,42,9,Normal
101,201,13,13,1.8,84,17,Normal
119,311,12,12,2.1,107,12,Normal
109,253,16,16,1.9,99,10,Normal
121,306,17,17,2.1,108,13,Normal
56,109,12,12,1,47,9,Normal
60,137,13,13,1.1,52,8,Normal
113,208,17,17,200,99,14,Normal
96,240,17,17,1.7,85,11,Normal
114,279,13,13,2,103,11,Normal
99,240,12,12,1.7,91,8,Normal
107,218,12,12,1.8,92,15,Normal
84,168,17,17,1.5,72,12,Normal
79,221,13,13,1.4,72,7,Normal
78,220,12,12,1.4,67,11,Normal
110,280,18,18,1.9,81,29,Normal
90,172,11,11,1.6,79,11,Normal
85,215,16,16,1.5,74,11,Normal
90,248,12,12,1.6,82,8,Normal
98,196,13,13,1.7,87,11,Normal
72,146,13,13,1.3,59,13,Normal
88,161,14,14,1.5,80,8,Normal
63,127,16,16,1.1,57,6,Normal
71,123,16,16,1.3,64,7,Normal
104,269,13,13,1.8,91,13,Normal
108,378,15,15,1.9,92,16,Normal
100,316,17,17,1.8,90,10,Normal
87,242,17,17,1.5,75,12,Normal
80,225,15,15,1.4,78,2,Normal
66,285,17,17,1.1,58,8,Normal
92,214,17,17,1.6,79,13,Normal
57,129,13,13,1,45,12,Normal
86,189,12,12,1.5,74,12,Normal
85,142,16,16,1.5,77,8,Normal
110,249,13,13,1.9,98,12,Normal
76,156,12,12,1.3,68,8,Normal
82,177,14,14,1.4,75,7,Normal
78,183,17,17,1.4,69,9,Normal
105,189,15,15,1.8,96,9,Normal
78,204,17,17,1.4,65,13,Normal
83,171,18,18,1.5,72,11,Normal
94,153,16,16,1.6,91,3,Normal
136,281,12,12,2.4,127,9,Normal
103,226,14,14,1.8,89,14,Normal
86,171,17,17,1.5,78,8,Normal
96,159,17,17,1.7,84,12,Normal
85,161,14,14,1.5,74,11,Normal
103,205,14,14,1.8,95,7,Normal
93,207,11,11,1.6,87,6,Normal
84,233,17,17,1.5,81,3,Normal
89,195,13,13,1.5,83,6,Normal
92,199,17,17,1.6,88,4,Normal
72,138,12,12,1.3,67,5,Normal
65,132,13,13,1.1,60,5,Normal
69,143,11,11,1.2,58,11,Normal
95,251,17,17,1.7,87,8,Normal
85,200,17,17,1.5,82,3,Normal
96,200,13,13,1.7,77,19,Normal
125,383,13,13,2.2,114,11,Normal
98,652,14,14,1.7,82,16,Normal
89,323,16,16,1.6,78,11,Normal
81,265,13,13,1.4,64,17,Normal
71,178,17,17,1.2,62,9,Normal
65,107,17,17,1.1,61,4,Normal
55,82,13,13,1,48,7,Normal
88,280,12,12,1.5,71,17,Normal
78,242,11,11,1.4,66,12,Normal
94,361,12,12,1.6,84,6,Normal
89,301,15,15,1.6,70,16,Normal
73,146,15,15,1.2,58,15,Normal
91,155,15,15,1.6,74,17,Normal
72,136,15,15,1.2,56,16,Normal
74,124,14,14,1.3,56,18,Normal
73,120,15,15,1.3,54,19,Normal
93,207,11,11,1.6,70,23,Normal
55,110,11,11,1,46,9,Normal
110,344,16,16,1.9,106,4,Normal
70,188,16,16,1.2,60,10,Normal
85,206,17,17,1.5,75,10,Normal
95,276,17,17,1.6,80,15,Normal
61,99,12,12,1.1,55,6,Normal
64,215,11,11,1.1,52,12,Normal
56,121,15,15,1,46,10,Normal
67,180,12,12,1.2,55,12,Normal
77,231,13,13,1.4,47,30,Normal
50,94,16,16,0.9,42,8,Normal
61,147,17,17,1.1,47,14,Normal
87,240,16,16,1.5,62,25,Normal
68,245,13,13,1.2,44,24,Normal
61,127,12,12,1.1,47,14,Normal
62,119,13,13,1.1,57,5,Normal
65,127,12,12,1.1,49,16,Normal
91,158,16,16,1.6,80,11,Normal
97,193,18,18,1.7,85,12,Normal
73,131,13,13,1.3,58,15,Normal
40,65,13,13,0.7,31,9,Normal
49,80,12,12,0.9,45,4,Normal
55,140,12,12,100,52,3,Normal
81,186,13,13,1.4,73,8,Normal
70,166,14,14,1.2,64,6,Normal
53,234,13,13,100,45,8,Normal
66,213,15,15,1.2,57,9,Normal
77,489,12,12,1.3,71,6,Normal
87,360,12,12,1.5,76,11,Normal
98,301,14,14,1.7,83,15,Normal
66,226,11,11,1.1,55,11,Normal
83,260,17,17,1.5,74,9,Normal
64,133,13,13,1.1,60,4,Normal
80,187,17,17,1.4,73,7,Normal
75,193,16,16,1.3,66,9,Normal
75,207,17,17,1.3,61,14,Normal
60,168,12,12,1.1,52,8,Normal
104,336,17,17,1.8,89,15,Normal
66,169,17,17,1.1,50,16,Normal
57,162,8,8,1,46,11,Normal
70,133,13,13,1.2,62,8,Normal
78,173,11,11,1.4,71,7,Normal
65,137,16,16,1.1,60,5,Normal
99,259,14,14,1.7,84,15,Normal
66,138,13,13,1.1,57,9,Normal
59,129,17,17,1,53,6,Normal
46,102,12,12,0.8,40,6,Normal
94,181,11,11,1.6,85,9,Normal
66,110,11,11,1.2,62,4,Normal
47,107,12,12,0.8,42,5,Normal
80,160,11,11,1.4,66,14,Normal
58,116,10,10,1,54,4,Normal
62,147,16,16,1.1,61,1,Normal
64,118,16,16,1.1,58,6,Normal
98,268,12,12,1.7,82,16,Normal
75,192,13,13,1.3,66,9,Normal
59,101,16,16,1,57,2,Normal
94,190,16,16,1.7,83,11,Normal
62,156,13,13,1.1,51,11,Normal
50,91,10,10,0.9,48,2,Normal
46,69,13,13,0.8,43,3,Normal
87,317,14,14,1.5,69,18,Normal
72,195,7,7,1.3,58,14,Normal
52,163,12,12,0.9,37,15,Normal
83,328,9,9,1.4,72,11,Normal
84,452,11,11,1.5,74,10,Normal
70,151,12,12,1.3,65,5,Normal
70,245,17,17,1.2,54,16,Normal
71,278,17,17,1.2,50,21,Normal
79,318,12,12,1.4,64,15,Normal
87,204,12,12,1.5,71,16,Normal
49,97,13,13,0.9,41,8,Normal
98,251,13,13,1.7,90,8,Normal
88,217,17,17,1.5,82,6,Normal
79,136,12,12,1.4,72,7,Normal
74,236,11,11,1.3,64,10,Normal
65,173,13,13,1.2,51,14,Normal
59,128,14,14,1,50,9,Normal
61,117,13,13,1.1,54,7,Normal
77,164,13,13,1.4,65,12,Normal
91,227,13,13,1.6,72,19,Normal
68,125,13,13,1.2,58,10,Normal
67,175,15,15,1.2,60,7,Normal
46,125,11,11,0.8,35,11,Normal
58,135,15,15,1,41,17,Normal
56,112,14,14,1,43,13,Normal
68,160,12,12,1.2,55,13,Normal
77,204,9,9,1.3,73,4,Normal
64,199,9,9,1.2,62,2,Normal
97,414,11,11,1.7,86,11,Normal
76,172,11,11,1.3,67,9,Normal
66,141,12,12,1.2,54,12,Normal
83,242,11,11,1.4,66,17,Normal
77,224,12,12,1.3,70,7,Normal
64,136,12,12,1.1,55,9,Normal
80,148,12,12,1.4,74,6,Normal
76,172,17,17,1.3,61,15,Normal
73,207,16,16,1.3,62,11,Normal
91,361,12,12,1.6,70,21,Normal
58,180,9,9,1,54,4,Normal
69,195,13,13,1.2,63,6,Normal
75,158,12,12,1.3,61,14,Normal
72,128,13,13,1.3,52,20,Normal
83,170,12,12,1.5,68,15,Normal
47,91,13,13,0.8,39,8,Normal
55,111,12,12,1,50,5,Normal
41,78,11,11,0.7,39,2,Normal
60,106,12,12,1.1,57,3,Normal
59,104,12,12,1,51,8,Normal
90,205,13,13,1.6,85,5,Normal
60,129,12,12,1,54,6,Normal
44,116,10,10,0.8,33,11,Normal
67,190,11,11,1.2,57,10,Normal
72,178,11,11,1.3,59,13,Normal
61,117,10,10,1.1,53,8,Normal
59,117,11,11,1,50,9,Normal
75,128,11,11,1.3,66,9,Normal
51,120,9,9,0.9,45,6,Normal
60,128,12,12,1,52,8,Normal
68,125,11,11,1.2,57,11,Normal
44,64,13,13,0.8,38,6,Normal
54,123,13,13,100,45,9,Normal
29,48,9,9,0.5,27,2,Normal
84,187,12,12,1.5,81,3,Normal
112,223,13,13,200,104,8,Normal
76,171,13,13,1.3,68,8,Normal
56,104,13,13,1,50,6,Normal
67,133,20,20,1.2,55,12,Normal
53,155,20,20,0.9,41,12,Normal
39,64,19,19,0.7,34,5,Normal
74,257,12,12,1.3,66,8,Normal
79,362,11,11,1.4,74,5,Normal
89,184,12,12,1.5,85,4,Normal
81,160,12,12,1.4,71,10,Normal
99,259,11,11,1.7,94,5,Normal
79,186,12,12,1.4,73,6,Normal
76,181,12,12,1.3,67,9,Normal
57,93,12,12,1,54,3,Normal
127,252,10,12,2.2,122,5,Normal
70,155,11,11,1.2,56,14,Normal
85,139,11,11,1.5,79,6,Normal
61,140,11,11,1.1,56,5,Normal
138,589,12,12,2.4,125,13,Normal
73,286,12,12,1.3,71,2,Normal
41,58,11,11,0.7,37,4,Normal
36,103,9,9,0.6,34,2,Normal
90,160,13,13,1.6,78,12,Normal
48,81,12,12,0.9,41,7,Normal
51,105,12,12,0.9,45,6,Normal
58,100,12,12,1,45,13,Normal
49,104,12,12,0.9,40,8,Normal
81,138,17,17,1.4,70,10,Normal
72,350,12,12,1.3,61,11,Normal
113,361,12,12,1.9,94,19,Normal
81,292,19,19,1.4,73,8,Normal
70,248,14,14,1.2,58,12,Normal
47,72,16,16,0.8,41,6,Normal
63,141,17,17,1.1,56,7,Normal
68,162,16,16,1.2,54,14,Normal
43,86,12,12,0.8,33,10,Normal
59,115,12,12,1,57,2,Normal
69,136,15,15,1.2,67,2,Normal
71,128,15,15,1.3,68,3,Normal
34,97,10,10,0.6,30,4,Normal
63,168,12,12,1.1,55,8,Normal
68,186,9,9,1.2,59,9,Normal
78,158,11,11,1.3,70,8,Normal
78,139,12,12,1.3,68,10,Normal
74,188,10,10,1.3,66,8,Normal
52,122,25,25,0.9,44,8,Normal
72,165,25,25,1.3,63,9,Normal
61,131,12,12,1.1,56,5,Normal
66,157,10,10,1.2,57,9,Normal
67,159,12,12,1.2,58,9,Normal
59,143,13,13,1,55,4,Normal
57,175,13,13,1,46,11,Normal
39,112,13,13,0.7,38,1,Normal
57,105,13,13,1,48,9,Normal
60,108,12,12,1.1,46,14,Normal
80,142,13,13,1.4,76,4,Normal
99,169,12,12,1.7,83,16,Normal
89,180,11,11,1.6,74,15,Normal
58,148,16,16,1,52,6,Normal
50,103,9,9,0.9,41,9,Normal
32,73,9,9,0.6,30,2,Normal
96,202,18,18,1.7,80,16,Normal
42,87,12,12,0.8,39,3,Normal
54,124,12,12,1,49,5,Normal
49,241,11,11,0.9,42,7,Normal
57,280,12,12,1,46,11,Normal
65,150,11,11,1.1,61,4,Normal
117,290,12,12,2,100,17,Normal
77,160,9,9,1.3,70,7,Normal
45,92,9,9,0.8,41,4,Normal
85,181,12,12,1.5,80,5,Normal
54,115,9,9,0.9,50,4,Normal
58,100,12,12,1,55,3,Normal
59,152,12,12,1,52,7,Normal
47,129,12,12,0.8,38,9,Normal
31,62,7,7,0.6,27,4,Normal
42,67,12,12,0.8,37,5,Normal
55,74,13,13,1,53,2,Normal
66,253,12,12,1.1,59,7,Normal
51,92,13,13,0.9,43,8,Normal
62,119,13,13,1.1,56,6,Normal
35,84,13,13,0.6,34,1,Normal
53,99,12,12,0.9,47,6,Normal
79,125,11,11,1.4,74,5,Normal
83,238,12,12,1.5,68,15,Normal
64,166,11,11,1.1,56,8,Normal
40,57,13,13,0.7,33,7,Normal
65,116,12,12,1.1,58,7,Normal
40,135,12,12,0.7,37,3,Normal
31,47,12,12,0.5,26,5,Normal
58,193,12,12,1,52,6,Normal
51,114,13,13,0.9,49,2,Normal
61,151,15,15,1.1,57,4,Normal
68,151,16,16,1.2,65,3,Normal
60,98,12,12,1,56,4,Normal
61,165,9,9,1.1,51,10,Normal
49,134,12,12,0.8,37,12,Normal
55,120,12,12,1,54,1,Normal
45,76,12,12,0.8,44,1,Normal
55,111,12,12,1,43,12,Normal
49,111,12,12,0.9,41,8,Normal
52,135,11,11,0.9,45,7,Normal
48,232,12,12,0.8,38,10,Normal
51,76,12,12,0.9,47,4,Normal
49,348,16,16,0.9,42,7,Normal
43,93,11,11,0.7,37,6,Normal
66,116,12,12,1.1,62,4,Normal
65,102,12,12,1.2,59,6,Normal
58,93,18,18,1,41,17,Normal
63,89,13,13,1.1,53,10,Normal
52,96,12,12,100,48,4,Normal
59,155,11,11,1,50,9,Normal
42,84,12,12,0.8,39,3,Normal
58,95,12,12,1,48,10,Normal
73,158,12,12,1.3,61,12,Normal
67,123,15,15,1.2,62,5,Normal
51,165,14,14,0.9,50,1,Normal
54,118,13,13,100,45,9,Normal
36,51,11,11,0.6,33,3,Normal
25,48,12,12,0.5,19,6,Normal
49,108,12,12,0.9,39,10,Normal
40,86,12,12,0.7,37,3,Normal
81,146,12,12,1.4,71,10,Normal
75,185,9,9,1.3,67,8,Normal
47,108,12,12,0.8,42,5,Normal
51,129,9,9,0.9,45,6,Normal
28,61,12,12,0.5,22,6,Normal
50,104,12,12,0.9,47,3,Normal
41,121,14,14,0.7,40,1,Normal
68,137,11,11,1.2,62,6,Normal
56,285,8,8,1,52,4,Normal
67,429,11,11,1.2,60,7,Normal
80,358,12,12,1.4,75,5,Normal
84,199,16,16,1.5,75,9,Normal
49,339,15,15,0.9,45,4,Normal
80,224,16,16,1.4,69,11,Normal
44,137,11,11,0.8,33,11,Normal
66,220,13,13,1.1,42,24,Normal
58,165,12,12,1,44,14,Normal
86,259,9,9,1.5,73,13,Normal
77,371,12,12,1.4,73,4,Normal
51,237,15,15,0.9,50,1,Normal
67,92,15,15,1.2,56,11,Normal
50,97,12,12,0.9,44,6,Normal
70,168,16,16,1.2,65,5,Normal
55,131,16,16,100,45,10,Normal
38,66,17,17,0.6,33,5,Normal
62,122,9,9,1.1,58,4,Normal
44,112,12,12,0.8,38,6,Normal
104,555,17,17,1.8,92,12,Normal
93,409,10,10,1.6,89,4,Normal
57,488,9,9,1,54,3,Normal
51,283,13,13,0.9,43,8,Normal
51,120,10,10,0.9,49,2,Normal
45,84,12,12,0.8,39,6,Normal
38,68,14,14,0.7,34,4,Normal
51,95,15,15,0.9,41,10,Normal
60,111,12,12,1,44,16,Normal
60,205,13,13,1.1,51,9,Normal
97,419,9,9,1.7,88,9,Normal
86,196,12,12,1.5,77,9,Normal
116,499,9,9,2,100,16,Normal
67,116,16,16,1.2,59,8,Normal
61,114,17,17,1.1,42,18,Normal
58,108,11,11,1,51,6,Normal
66,161,12,12,1.2,55,11,Normal
56,125,12,12,1,47,9,Normal
56,115,12,12,1,46,10,Normal
81,150,11,11,1.4,68,13,Normal
66,120,12,12,1.2,57,9,Normal
68,324,12,12,1.2,61,7,Normal
57,359,8,8,100,50,7,Normal
59,212,13,13,1,55,4,Normal
36,59,13,13,0.7,33,3,Normal
35,137,11,11,0.6,28,7,Normal
65,121,14,14,1.1,57,8,Normal
67,115,13,13,1.2,63,4,Normal
52,122,12,12,100,40,12,Normal
58,138,13,13,1,51,7,Normal
77,210,13,13,1.4,69,8,Normal
51,162,15,15,0.9,47,4,Normal
57,140,12,12,1,48,9,Normal
59,136,12,12,1,50,9,Normal
45,85,8,8,0.8,37,8,Normal
41,63,13,13,0.7,35,6,Normal
31,63,8,8,0.6,24,7,Normal
72,154,12,12,1.3,65,7,Normal
62,104,10,10,1,60,2,Normal
49,71,10,10,0.9,48,1,Normal
56,115,11,11,1,52,4,Normal
30,47,12,12,0.5,26,4,Normal
31,82,8,8,0.6,28,3,Normal
33,60,13,13,0.6,31,2,Normal
58,112,13,13,1.1,52,6,Normal
42,92,12,12,0.8,36,6,Normal
51,138,11,11,0.9,45,6,Normal
44,86,8,8,0.8,39,5,Normal
41,89,8,8,0.7,33,8,Normal
38,138,7,7,0.7,35,3,Normal
55,197,13,13,1,53,2,Normal
67,171,13,13,1.2,57,10,Normal
62,160,12,12,1.1,49,13,Normal
75,162,12,12,1.3,69,6,Normal
54,105,11,11,0.9,47,7,Normal
43,61,12,12,0.8,42,1,Normal
57,85,12,12,1,49,8,Normal
57,102,8,8,1,47,10,Normal
49,220,12,12,0.9,47,2,Normal
45,100,12,12,0.8,42,3,Normal
74,162,12,12,1.3,64,10,Normal
79,197,13,13,1.4,68,11,Normal
69,108,13,13,1.2,64,5,Normal
44,98,14,14,0.8,40,4,Normal
42,105,15,15,0.7,37,5,Normal
62,183,12,12,1.1,55,7,Normal
77,188,11,11,1.4,67,10,Normal
80,219,14,14,1.4,68,12,Normal
71,296,9,9,1.2,64,7,Normal
42,252,9,9,0.8,37,5,Normal
56,124,13,13,1,52,4,Normal
73,173,12,12,1.3,70,3,Normal
69,173,11,11,1.2,61,8,Normal
62,130,15,15,1.1,52,10,Normal
43,101,12,12,0.8,41,2,Normal
67,147,13,13,1.2,64,3,Normal
45,108,7,7,0.8,39,6,Normal
65,235,8,8,1.1,59,6,Normal
52,124,12,12,100,44,8,Normal
45,101,10,10,0.7,37,8,Normal
29,51,10,10,0.5,25,4,Normal
30,53,13,13,0.6,28,2,Normal
73,190,10,10,1.3,62,11,Normal
55,108,11,11,100,49,6,Normal
68,120,12,12,1.2,62,6,Normal
83,167,15,15,1.4,72,11,Normal
80,195,12,12,1.4,74,6,Normal
66,134,14,14,1.2,64,2,Normal
75,155,12,12,1.3,69,6,Normal
458,1494,16,16,7.7,439,19,Normal
75,249,11,11,1.3,69,6,Normal
71,427,15,15,1.3,68,3,Normal
93,402,15,15,1.6,89,4,Normal
61,208,17,17,1.1,55,6,Normal
140,316,16,16,2.4,134,6,Normal
367,1221,14,14,6.2,352,15,Normal
44,86,12,12,0.8,34,10,Normal
46,168,9,9,0.9,42,4,Normal
74,240,12,12,1.3,68,6,Normal
96,370,12,12,1.6,85,11,Normal
68,177,12,12,1.2,54,14,Normal
59,90,10,10,1.1,47,12,Normal
2652,7644,16,16,44,2515,134,Normal
82,230,12,12,1.4,79,3,Normal
56,138,12,12,1,50,6,Normal
52,155,12,12,0.9,46,6,Normal
42,103,11,11,0.7,35,7,Normal
44,148,9,9,0.8,38,6,Normal
70,198,12,12,1.2,62,8,Normal
2281,7467,16,16,38,2161,118,Normal
49,132,16,16,0.9,43,6,Normal
32,79,14,14,0.6,26,6,Normal
58,138,15,15,1,51,7,Normal
89,261,12,12,1.6,80,9,Normal
91,209,12,12,1.6,73,18,Normal
41,87,12,12,0.7,38,3,Normal
53,276,12,12,0.9,47,6,Normal
32,74,12,12,0.6,32,0,Normal
25,57,12,12,0.5,25,0,Normal
37,82,9,9,0.6,36,1,Normal
61,121,12,12,1.1,52,9,Normal
21,63,12,12,0.4,13,8,Normal
59,209,8,8,1,51,8,Normal
66,140,12,12,1.1,59,7,Normal
55,132,9,9,1,47,8,Normal
45,94,13,13,0.8,39,6,Normal
78,290,12,12,1.3,62,16,Normal
36,62,8,8,0.6,29,7,Normal
44,82,12,12,0.7,39,5,Normal
39,91,12,12,0.7,33,6,Normal
39,113,9,9,0.7,34,5,Normal
59,135,13,13,1,51,8,Normal
54,146,9,9,0.9,51,3,Normal
47,122,12,12,0.8,46,1,Normal
42,96,7,7,0.7,39,3,Normal
47,84,10,10,0.8,45,2,Normal
76,126,12,12,1.3,70,6,Normal
51,109,11,11,0.9,40,11,Normal
82,353,12,12,1.4,69,13,Normal
108,503,13,13,1.8,96,12,Normal
49,110,12,12,0.9,38,11,Normal
35,48,9,9,0.6,35,0,Normal
36,141,7,7,0.6,32,4,Normal
63,171,12,12,1.1,55,8,Normal
40,88,10,10,0.7,34,6,Normal
50,104,12,12,0.9,40,10,Normal
72,214,10,10,1.3,64,8,Normal
40,109,12,12,0.7,32,8,Normal
68,157,12,12,1.2,51,17,Normal
46,116,9,9,0.8,45,1,Normal
40,126,10,10,0.7,37,3,Normal
39,93,12,12,0.7,35,4,Normal
65,122,13,13,1.2,60,5,Normal
60,110,11,11,1.1,52,8,Normal
41,77,11,11,0.7,33,8,Normal
48,167,12,12,0.8,40,7,Normal
46,114,9,9,0.8,43,1,Normal
81,213,13,13,1.4,76,5,Normal
80,182,12,12,1.4,66,14,Normal
47,84,12,12,0.8,38,9,Normal
34,86,9,9,0.6,25,9,Normal
42,129,7,7,0.8,31,11,Normal
42,106,13,13,0.7,32,10,Normal
45,89,11,11,0.8,36,9,Normal
33,49,12,12,0.6,28,5,Normal
42,65,13,13,0.8,39,3,Normal
29,53,11,11,0.5,27,2,Normal
56,154,11,11,0.9,52,4,Normal
49,86,9,9,0.9,45,4,Normal
69,98,13,13,1.2,69,0,Normal
35,51,13,13,0.6,33,2,Normal
34,50,12,12,0.6,30,4,Normal
77,135,17,17,1.3,77,0,Normal
132,376,14,14,2.3,130,2,Normal
96,204,17,17,1.6,93,3,Normal
61,196,15,15,1.1,53,6,Normal
44,116,12,12,0.8,38,6,Normal
60,178,12,12,1,53,7,Normal
69,110,9,9,1.2,56,13,Normal
47,78,8,8,0.8,41,6,Normal
61,118,12,12,1.1,58,3,Normal
46,59,9,9,0.8,45,1,Normal
83,181,9,9,1.4,82,1,Normal
91,200,8,8,1.6,88,3,Normal
44,60,12,12,0.8,37,7,Normal
33,35,8,8,0.6,29,4,Normal
45,76,12,12,0.8,41,4,Normal
52,108,14,14,100,51,1,Normal
58,100,14,14,1,53,5,Normal
31,61,12,12,0.6,31,0,Normal
51,95,11,11,0.9,47,4,Normal
69,101,13,13,1.2,56,13,Normal
41,136,16,16,0.7,30,11,Normal
62,145,12,12,1,52,10,Normal
54,151,8,8,1,47,7,Normal
47,120,8,8,0.8,44,3,Normal
51,99,12,12,0.9,49,2,Normal
55,87,9,9,1,52,3,Normal
58,126,12,12,1,51,7,Normal
58,137,12,12,1,58,0,Normal
61,115,9,9,1.1,60,1,Normal
44,66,11,11,0.8,38,6,Normal
43,89,12,12,0.7,43,0,Normal
50,139,8,8,0.9,48,2,Normal
47,83,12,12,0.8,40,7,Normal
27,46,8,8,0.5,25,2,Normal
46,73,14,14,0.8,40,6,Normal
62,111,12,12,1.1,51,11,Normal
78,242,14,14,1.3,63,14,Normal
54,159,11,11,1,47,7,Normal
89,290,12,12,1.6,82,7,Normal
121,625,11,11,2,118,3,Normal
89,171,11,11,1.5,80,9,Normal
82,185,11,11,1.4,69,12,Normal
94,304,11,11,1.6,84,9,Normal
54,190,11,11,0.9,51,3,Normal
45,64,12,12,0.8,41,4,Normal
55,133,14,14,0.9,54,1,Normal
52,136,11,11,0.9,52,0,Normal
43,79,12,12,0.8,42,1,Normal
61,120,11,11,1,55,6,Normal
59,101,12,12,1,56,3,Normal
59,110,15,15,1,57,2,Normal
49,123,12,12,0.9,44,5,Normal
63,152,14,14,1.1,58,5,Normal
57,116,12,12,1,55,2,Normal
62,96,13,13,1.1,58,4,Normal
43,79,10,10,0.8,43,0,Normal
56,64,10,10,1,50,6,Normal
40,52,10,10,0.7,36,4,Normal
42,64,8,8,0.7,39,3,Normal
47,91,12,12,0.8,40,7,Normal
58,117,12,12,1,51,7,Normal
83,152,15,15,1.5,73,10,Normal
51,89,12,12,0.9,51,0,Normal
52,88,17,17,0.9,49,3,Normal
65,88,12,12,1.1,60,5,Normal
89,250,12,12,1.5,79,10,Normal
98,236,12,12,1.7,81,17,Normal
73,259,9,9,1.3,60,13,Normal
56,85,12,12,1,42,14,Normal
168,480,12,12,2.8,152,16,Normal
83,294,11,11,1.4,76,7,Normal
66,173,8,8,1.2,59,7,Normal
70,241,12,12,1.2,65,5,Normal
55,123,12,12,1,50,5,Normal
59,167,12,12,1,57,2,Normal
40,49,9,9,0.7,36,4,Normal
44,67,13,13,0.8,39,5,Normal
55,98,17,17,1,50,5,Normal
92,206,17,17,1.6,92,0,Normal
67,131,18,18,1.2,67,0,Normal
97,229,8,8,1.7,94,3,Normal
115,387,8,8,200,105,10,Normal
110,360,17,17,1.9,103,7,Normal
116,233,12,12,2,104,12,Normal
62,100,17,17,1.1,57,5,Normal
56,126,8,13,1,48,8,Normal
39,119,7,7,0.7,30,9,Normal
60,321,12,12,1.1,56,4,Normal
61,357,12,12,1,56,5,Normal
72,205,10,10,1.3,66,6,Normal
53,151,11,11,0.9,51,2,Normal
62,490,12,12,1.1,54,8,Normal
62,180,12,12,1.1,54,8,Normal
36,83,12,12,0.7,34,2,Normal
32,57,10,10,0.6,27,5,Normal
39,80,9,9,0.7,36,3,Normal
40,63,12,12,0.7,37,3,Normal
51,117,12,12,0.9,48,3,Normal
82,160,9,9,1.4,71,11,Normal
40,67,12,12,0.7,32,8,Normal
39,83,13,13,0.7,34,5,Normal
48,119,11,11,0.8,45,3,Normal
69,215,15,15,1.2,62,7,Normal
83,170,16,16,1.4,78,5,Normal
51,122,16,16,0.9,51,0,Normal
53,110,9,9,0.9,52,1,Normal
48,78,12,12,0.8,42,6,Normal
54,76,18,18,0.9,50,4,Normal
53,86,12,12,0.9,51,2,Normal
57,94,8,8,1,50,7,Normal
54,93,12,12,100,51,3,Normal
96,223,13,13,1.7,93,3,Normal
85,181,11,11,1.5,81,4,Normal
88,384,12,12,1.6,80,8,Normal
65,274,13,13,1.1,56,9,Normal
44,106,13,13,0.8,37,7,Normal
473,2084,13,13,7.9,427,45,Normal
69,168,9,9,1.2,61,8,Normal
59,132,18,18,1,55,4,Normal
60,97,13,13,1,50,10,Normal
34,58,9,9,0.6,32,2,Normal
139,433,12,12,2.3,137,2,Normal
188,529,12,12,3.2,178,10,Normal
99,229,13,13,1.7,93,6,Normal
85,365,12,12,1.4,80,5,Normal
146,292,13,13,2.5,142,4,Normal
266,1282,13,13,4.5,256,10,Normal
311,1012,12,12,5.2,290,20,Normal
36,73,13,13,0.6,34,2,Normal
43,86,12,12,0.8,41,2,Normal
39,149,12,12,0.7,37,2,Normal
44,96,7,7,0.8,41,3,Normal
56,146,9,9,1,53,3,Normal
45,100,12,12,0.8,41,4,Normal
39,85,13,13,0.7,35,4,Normal
22,32,11,11,0.4,21,1,Normal
37,61,11,11,0.7,34,3,Normal
36,86,12,12,0.6,32,4,Normal
25,113,7,7,0.4,23,2,Normal
53,161,7,7,0.9,50,3,Normal
64,232,17,17,1.1,61,3,Normal
54,111,17,17,100,50,4,Normal
42,159,12,12,0.7,41,1,Normal
119,362,16,16,2,115,4,Normal
78,303,23,23,1.4,73,5,Normal
83,200,22,22,1.4,73,10,Normal
61,114,23,23,1,50,11,Normal
48,88,15,23,0.8,47,1,Normal
28,77,11,11,0.5,21,7,Normal
51,171,11,11,0.9,48,3,Normal
41,120,12,12,0.7,38,3,Normal
54,143,12,12,0.9,52,2,Normal
55,127,12,12,0.9,54,1,Normal
90,274,13,13,1.6,89,1,Normal
124,419,12,12,2.2,117,7,Normal
69,249,12,12,1.2,64,5,Normal
81,257,9,9,1.4,73,8,Normal
34,126,10,10,0.6,33,1,Normal
42,127,13,13,0.7,40,2,Normal
64,110,13,13,1.1,62,2,Normal
192,458,11,11,3.2,186,6,Normal
76,141,12,12,1.3,70,6,Normal
52,88,13,13,0.9,47,5,Normal
44,73,12,12,0.8,41,3,Normal
31,44,13,13,0.6,28,3,Normal
57,79,12,12,100,49,8,Normal
34,40,9,9,0.6,32,2,Normal
37,66,12,12,0.6,37,0,Normal
42,81,12,12,0.7,42,0,Normal
60,96,13,13,1.1,58,2,Normal
42,59,14,14,0.7,42,0,Normal
36,61,12,12,0.7,36,0,Normal
59,108,13,13,1,59,0,Normal
41,81,9,9,0.7,41,0,Normal
35,63,9,9,0.6,32,3,Normal
